Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
721338,Agile Retrospectives: Making Good Teams Great,Esther Derby,"Derby, Esther","Diana Larsen, Ken Schwaber","=""0977616649""","=""9780977616640""",4,3.94,Pragmatic Bookshelf,Paperback,178,2006,2006,2010/02/15,2010/01/18,,,read,"Good, useful, great reference for activities that can be used during retrospectives.",,,1,,,0,,,,,
7032210,Essential Silverlight 3,Ashraf Michail,"Michail, Ashraf",,"=""0321554167""","=""9780321554161""",4,4.33,Addison-Wesley Professional,Paperback,281,2009,2009,2010/02/04,2010/01/20,,,read,"Really useful, first good SL3 book I've read. It has list of really interesting technical insights and is actually an opportunity to learn something about graphics rendering in general as well as about SilverLight. Great introduction to this new technology that does not just repeat what is already in API documentation.",,,1,,,0,,,,,
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman,"Rothman, Johanna",Esther Derby,"=""0976694026""","=""9780976694021""",4,3.98,Pragmatic Bookshelf,Paperback,176,2005,2005,2010/02/02,2009/11/15,,,read,Condensed and essential starter pack for any manager.,,,1,,,0,,,,,
1067264,Reversing: Secrets of Reverse Engineering,Eldad Eilam,"Eilam, Eldad",,"=""0764574817""","=""9780764574818""",0,4.11,Wiley,Paperback,624,2005,2005,,2010/01/18,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
179133,Domain-Driven Design: Tackling Complexity in the Heart of Software,Eric Evans,"Evans, Eric",,"=""0321125215""","=""9780321125217""",0,4.16,Addison-Wesley Professional,Hardcover,560,2003,2003,,2009/11/12,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
6886885,Silverlight 3 Jumpstart,David Yack,"Yack, David",Julie Yack,"=""0981511805""","=""9780981511801""",1,3.00,"We Speak You Learn, LLC",Paperback,214,2009,2009,2010/01/21,2010/01/20,,,read,"This looks very much like a rushed introduction to Silverlight 3. My edition sadly had several typos and errors and the style wasn't too good either. If felt like there were 2 pages of content for every 10 pages of text and sometimes there could have been a (UML) diagram that would explain the issue better than a textual description. However, the book was quick enough to read and amongst some noise there were actually some rather useful information included. I guess it's good enough to get a very basic understanding of Silverlight. ",,,1,,,0,,,,,
171409,Collaboration Explained: Facilitation Skills for Software Project Leaders,Jean Tabaka,"Tabaka, Jean",,"=""0321268776""","=""9780321268778""",0,4.03,Addison-Wesley Professional,Paperback,412,2006,2006,,2010/01/19,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
942577,Agile Software Development,Alistair Cockburn,"Cockburn, Alistair",,"=""0201699699""","=""9780201699692""",0,3.98,Addison-Wesley Professional,Paperback,278,2001,2006,,2010/01/19,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
84985,"Agile Software Development, Principles, Patterns, and Practices",Robert C. Martin,"Martin, Robert C.",,"=""0135974445""","=""9780135974445""",0,4.25,Pearson,Hardcover,552,2002,2002,,2010/01/19,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
905654,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0141031484""","=""9780141031484""",4,4.07,Penguin,Paperback,316,2007,2001,2010/01/14,2009/12/14,,,read,,,,1,,,0,,,,,
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",0,4.16,Allyn & Bacon,Hardcover,105,1999,1918,,2009/12/14,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
873537,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0141014598""","=""9780141014593""",4,3.95,Penguin Books Ltd,Paperback,277,2006,2005,2009/12/09,2009/11/09,,,read,,,,1,,James,0,,,,,
6707987,Succeeding with Agile: Software Development Using Scrum,Mike Cohn,"Cohn, Mike",,"=""0321579364""","=""9780321579362""",0,4.01,Addison-Wesley Professional,Paperback,475,2009,2009,,2009/11/23,to-read,to-read (#8),to-read,,,,0,,,1,2009/11/27,,Brand new,,
9356,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0349113467""","=""9780349113463""",5,3.99,Abacus,Paperback,279,2001,2000,2009/11/21,2009/11/09,,,read,,,,1,,,0,,,,,
734384,Dealing with People You Can't Stand: How to Bring Out the Best in People at Their Worst,Rick Brinkman,"Brinkman, Rick",Rick Kirschner,"=""0071379444""","=""9780071379441""",3,3.67,McGraw-Hill,Paperback,226,2002,1994,2009/01/01,2009/11/16,,,read,,,,1,,,0,,,,,
4845,Code Complete,Steve McConnell,"McConnell, Steve",,"=""0735619670""","=""9780735619678""",0,4.30,Microsoft Press,Paperback,914,2004,1993,,2009/11/16,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
6508670,Pop Goes the Weasel: The Secret Meanings of Nursery Rhymes,Albert Jack,"Jack, Albert",,"=""0399535551""","=""9780399535550""",0,3.47,Tarcherperigee,Paperback,272,2009,2008,,2009/11/12,to-read,to-read (#15),to-read,,,,0,,,1,,,Brand new,,
1317946,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,"Lopp, Michael",,"=""159059844X""","=""9781590598443""",4,3.95,Apress,Paperback,209,2007,2007,2009/11/14,2009/11/09,,,read,,,,1,,,0,,,,,
1045312,Red Herrings and White Elephants,Albert Jack,"Jack, Albert",Ama Page,"=""1843581299""","=""9781843581291""",0,3.71,Metro,Hardcover,288,2004,2004,,2009/11/14,,,read,,,,1,,,0,,,,,
3856,User Stories Applied: For Agile Software Development,Mike Cohn,"Cohn, Mike",Kent Beck,"=""0321205685""","=""9780321205681""",4,3.88,Addison-Wesley Professional,Paperback,268,2004,2004,2009/01/01,2009/11/12,,,read,,,,1,,,0,,,,,
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Ralph Johnson, John Vlissides, Richard Helm","=""0201633612""","=""9780201633610""",4,4.19,Addison-Wesley Professional,Hardcover,416,1994,1994,,2009/11/12,,,read,,,,1,,,0,,,,,
123715,"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency",Tom DeMarco,"DeMarco, Tom",,"=""0767907698""","=""9780767907699""",0,4.03,Crown Business,Paperback,256,2002,2001,,2009/11/12,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
452655,"The Carrot Principle: How the Best Managers Use Recognition to Engage Their People, Retain Talent, and Accelerate Performance",Adrian Gostick,"Gostick, Adrian",Chester Elton,"=""0743290097""","=""9780743290098""",5,3.71,Free Press,Hardcover,214,2007,2001,2009/01/01,2009/11/12,,,read,,,,1,,,0,,,,,
56852,The Code Book: The Secret History of Codes and Code-Breaking,Simon Singh,"Singh, Simon",,"=""1857028899""","=""9781857028898""",0,4.27,Fourth Estate,Paperback,402,2000,1999,,2009/11/09,,,read,,,,1,,,0,,,,,
131305,Fermat's Last Theorem,Simon Singh,"Singh, Simon",,"=""1841157910""","=""9781841157917""",4,4.27,Fourth Estate,Paperback,340,2005,1997,2009/01/01,2009/11/09,,,read,,,,1,,,0,,,,,
4760706,Professional ASP.Net MVC 1.0,Rob Conery,"Conery, Rob","Scott Hanselman, Phil Haack, Scott Guthrie","=""0470384611""","=""9780470384619""",4,3.73,Wrox Press,Paperback,432,2009,2008,2009/09/01,2009/11/09,,,read,,,,1,,,0,,,,,
1032724,The Art of SQL,Stephane Faroult,"Faroult, Stephane",Peter Robson,"=""0596008945""","=""9780596008949""",5,4.00,O'Reilly Media,Paperback,370,2006,2006,2009/01/01,2009/11/09,,,read,,,,1,,,0,,,,,
405790,Beautiful Code: Leading Programmers Explain How They Think,Andy Oram,"Oram, Andy","Greg Wilson, Jon L. Bentley, Brian W. Kernighan, Charles Petzold, Douglas Crockford, Henry S. Warren Jr., Ashish Gulhati, Lincoln Stein, Jim Kent, Jack Dongarra, Poitr Luszczek, Adam Kolawa, Greg Kroah-Hartman, Diomidis Spinellis, Andrew Kuchling, Travis E. Oliphant, Ronald Mak, Rogério Atem de Carvalho, Rafael Monnerat, Bryan Cantrill, Jeffrey Dean, Sanjay Ghemawat, Simon Peyton Jones, R. Kent Dybuig, William R. Otte, Douglas C. Schmidt, Andrew Patzer, Karl Fogel, Tim Bray, Elliotte Rusty Harold, Michael C. Feathers, Alberto Savoia","=""0596510047""","=""9780596510046""",0,3.76,O'Reilly Media,Paperback,563,2007,2009,,2009/11/09,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2009/11/09,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
9267,Agile Estimating and Planning,Mike Cohn,"Cohn, Mike",,"=""0131479415""","=""9780131479418""",4,4.13,Pearson,Paperback,330,2005,2005,2009/01/01,2009/11/09,,,read,,,,1,,,0,,,,,
2470091,Quirkology: The Curious Science of Everyday Lives,Richard Wiseman,"Wiseman, Richard",,"=""0330448110""","=""9780330448116""",3,3.83,Pan Publishing,Paperback,299,2009,2007,2009/08/01,2009/11/09,,,read,,,,1,,,0,,,,,
41790,User Interface Design for Programmers,Joel Spolsky,"Spolsky, Joel",,"=""1893115941""","=""9781893115941""",4,3.83,Apress,Paperback,144,2006,2001,,2009/11/09,,,read,,,,1,,,0,,,,,
4781989,The Art of Lean Software Development,Curt Hibbs,"Hibbs, Curt","Mike Sullivan, Steve Jewett","=""0596517319""","=""9780596517311""",4,3.29,O'Reilly Media,Paperback,144,2009,2008,2009/01/01,2009/11/09,,,read,,,,1,,,0,,,,,
74813,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,"Watkins, Michael D.",,"=""1591391105""","=""9781591391104""",4,3.85,Harvard Business Review Press,Hardcover,272,2003,2003,,2009/11/09,,,read,,,,1,,,0,,,,,
7119253,"The Trousers of Reality- find balance and satisfaction in life, work and play: Why things like Agile, Lean, NLP, Systems Thinking & Theory of Constraints are essential for effective project management",Barry Evans,"Evans, Barry",,"=""190721500X""","=""9781907215001""",3,3.75,Code Green Publishing,Paperback,294,2009,2009,2009/11/01,2009/11/09,,,read,,,,1,,,0,,,,,
6668324,Sway,Ori Brafman,"Brafman, Ori",Rom Brafman,"=""0753516829""","=""9780753516829""",5,3.78,Virgin Digital,Kindle Edition,224,2010,2008,2009/08/01,2009/11/09,,,read,,,,1,,,0,,,,,
3063393,Pragmatic Thinking and Learning: Refactor Your Wetware,Andy Hunt,"Hunt, Andy",,"=""1934356050""","=""9781934356050""",5,4.12,Pragmatic Bookshelf,Paperback,251,2008,2008,2009/10/01,2009/11/09,,,read,,,,1,,,0,,,,,
103498,Pragmatic Unit Testing in C# with NUnit,Andy Hunt,"Hunt, Andy","Dave Thomas, Matt Hargett","=""0977616673""","=""9780977616671""",3,3.68,Pragmatic Bookshelf,Paperback,239,2007,2004,2009/10/01,2009/11/09,,,read,,,,1,,,0,,,,,
6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,"Dawkins, Richard",,"=""059306173X""","=""9780593061732""",0,4.15,Bantam Press,Hardcover,470,2009,2009,,2009/11/09,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0060889578""","=""9780060889579""",0,3.99,William Morrow,Hardcover,270,2009,2009,,2009/11/09,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
