Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18941641,"Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy",Amy C. Edmondson,"Edmondson, Amy C.",Edgar H. Schein,"=""""","=""""",4,3.96,Jossey-Bass,Kindle Edition,336,2012,2005,2019/04/07,2019/03/06,,,read,"This is a fantastic research based resource that is grounded in earlier work by Argyris, Senge or Schein. With a clear structure to promote teaming (Amy's alternative name to working in teams) supported by culture of psychological safety and with plenty of specific examples from across industries this book is an indispensable guide to creating thriving and effective workplaces for the 21st century.",,,1,,,1,,,unspecified,,
8125342,The Toyota Way: 14 Management Principles from the World's Greatest Manufacturer,Jeffrey K. Liker,"Liker, Jeffrey K.",,"=""""","=""""",0,4.05,McGraw-Hill Education,Kindle Edition,330,2003,2003,,2019/04/08,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
1123712,Knowledge for Action: A Guide to Overcoming Barriers to Organizational Change,Chris Argyris,"Argyris, Chris",,"=""1555425194""","=""9781555425197""",0,4.04,Jossey-Bass,Hardcover,336,1993,1993,,2019/03/26,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
834159,"Vital Lies, Simple Truths: The Psychology of Self-Deception",Daniel Goleman,"Goleman, Daniel",,"=""0684831074""","=""9780684831077""",0,3.97,Simon  Schuster,Paperback,288,1996,1985,,2019/03/26,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
36592352,Practical Kanban: From Team Focus to Creating Value,Klaus Leopold,"Leopold, Klaus",,"=""""","=""9783903205024""",0,4.48,LEANability Press,ebook,337,2017,,,2019/03/22,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
2189184,The Art of Followership: How Great Followers Create Great Leaders and Organizations,Ronald E. Riggio,"Riggio, Ronald E.","Ira Chaleff, Jean Lipman-Blumen","=""0787996653""","=""9780787996659""",0,3.96,Jossey-Bass,Hardcover,416,2008,2008,,2019/03/18,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
42386112,"Homo nie całkiem sapiens. O automatyzmach myślenia, nadętych politykach, narzekaniu Polaków i pułapkach moralności",Bogdan Wojciszke,"Wojciszke, Bogdan",Marcin Rotkiewicz,"=""""","=""9788365731678""",4,3.86,Smak Słowa,ebook,312,2018,2018,2019/03/12,2019/03/12,,,read,"Nice overview of recent research in psychology with an interesting dip into the current political situation in Poland. Well written, pleasant read.",,,1,,,0,,,,,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,4.17,Random House,Hardcover,372,2018,2018,,2019/03/04,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
38918381,Domain Modeling Made Functional: Tackle Software Complexity with Domain-Driven Design and F#,Scott Wlaschin,"Wlaschin, Scott",,"=""""","=""""",4,4.52,Pragmatic Bookshelf,Kindle Edition,312,2018,,2019/03/04,2019/02/10,,,read,"This is a fantastic introduction to both DDD and Functional Programming in a very accessible book. Being grounded in a very concrete and coherent example it's really easy to relate to the ideas presented in the book.<br/>If there is anything I felt lacking from the book, it would be a little more examples of tests and driving implementation with tests alongside driving it with the type system.",,,1,,,0,,,,,
35305272,The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,"Coyle, Daniel",,"=""""","=""""",0,4.28,Bantam,Kindle Edition,260,2018,2017,,2019/01/09,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
29369213,Peak: Secrets from the New Science of Expertise,K. Anders Ericsson,"Ericsson, K. Anders",Robert Pool,"=""""","=""""",0,4.21,Eamon Dolan/Houghton Mifflin Harcourt,Kindle Edition,336,2016,2016,,2019/01/09,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
11064713,The Reengineering Alternative: A Plan for Making Your Current Culture Work,William E. Schneider,"Schneider, William E.",,"=""0786301201""","=""9780786301201""",0,4.11,Irwin Professional Publishing,Hardcover,216,1994,1994,,2018/02/01,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
13586928,Playing to Win: How Strategy Really Works,A.G. Lafley,"Lafley, A.G.",Roger L. Martin,"=""142218739X""","=""9781422187395""",0,3.96,Harvard Business Review Press,Hardcover,272,2013,2013,,2018/12/10,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,"Rumelt, Richard P.",,"=""0307886255""","=""9780307886255""",0,4.12,Crown Business,ebook,320,2011,2011,,2018/12/10,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
26174161,"The Human Side of Enterprise, Annotated Edition",Douglas McGregor,"McGregor, Douglas",,"=""""","=""""",5,4.23,McGraw-Hill Education,Kindle Edition,256,2006,2006,2016/06/29,2015/09/17,,,read,Wow! Just wow! So many ideas that we look at now (in 2016) are already present in this book and in a well formed way. Loved it.,,,1,,,1,,,unspecified,,
18892366,The Advantage: Why Organizational Health Trumps Everything Else In Business,Patrick Lencioni,"Lencioni, Patrick",,"=""""","=""""",5,4.14,Jossey-Bass,Kindle Edition,241,2012,2012,2018/11/29,2015/10/12,,,read,,,,1,,,0,,,,,
38217646,Farsighted: How We Make the Decisions That Matter the Most,Steven Johnson,"Johnson, Steven",,"=""""","=""""",0,3.56,Riverhead Books,Kindle Edition,257,2018,2018,,2018/10/09,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
12514436,"Co-Active Coaching: Changing Business, Transforming Lives",Laura Whitworth,"Whitworth, Laura","Henry Kimsey-House, Karen Kimsey-House, Phillip Sandahl","=""1857889061""","=""9781857889062""",0,4.19,Nicholas Brealey Publishing,ebook,206,2011,1998,,2018/09/18,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
11487791,Adapt: Why Success Always Starts with Failure,Tim Harford,"Harford, Tim",,"=""""","=""""",0,3.88,,Kindle Edition,320,,2011,,2018/04/23,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
19006249,The Field Guide to Understanding Human Error,Sidney Dekker,"Dekker, Sidney",,"=""""","=""""",5,4.25,Ashgate,Kindle Edition,260,2013,2002,2018/08/11,2018/08/02,,,read,,,,1,,,0,,,,,
484459,Things a Computer Scientist Rarely Talks About,Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""157586326X""","=""9781575863269""",0,3.97,Center for the Study of Language and Inf,Paperback,257,2003,2001,,2018/08/08,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
39080433,Accelerate: The Science of Lean Software and DevOps: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""""","=""""",5,4.08,IT Revolution Press,Kindle Edition,288,2018,,2018/07/26,2018/04/23,,,read,,,,1,,,0,,,,,
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055380491X""","=""9780553804911""",0,4.02,Bantam,Hardcover,384,2006,1995,,2018/07/16,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
34189798,Computer Science Distilled: Learn the Art of Solving Computational Problems,Wladston Ferreira Filho,"Filho, Wladston Ferreira",Raimondo Pictet,"=""0997316004""","=""9780997316001""",0,4.09,Code Energy LLC ,Hardcover,,2017,2017,,2018/07/13,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
31017049,Leading When There S Too Much Change,Kristin Cullen-Lester,"Cullen-Lester, Kristin",William Pasmore,"=""156286758X""","=""9781562867584""",0,0.0,ASTD,Paperback,22,2016,,,2018/06/27,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
4252248,Designing Effective Organizations: The Sociotechnical Systems Perspective,William A. Pasmore,"Pasmore, William A.",,"=""0471887854""","=""9780471887850""",0,3.86,Wiley,Hardcover,224,1988,1988,,2018/06/27,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
4252249,"Creating Strategic Change: Designing the Flexible, High-Performing Organization",William A. Pasmore,"Pasmore, William A.",,"=""0471597295""","=""9780471597292""",0,3.80,Wiley,Hardcover,304,1994,1994,,2018/06/27,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
11316767,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",4,4.27,,Kindle Edition,320,,1988,2018/05/21,2018/05/10,,,read,,,,1,,,0,,,,,
39286958,Measure What Matters,John E. Doerr,"Doerr, John E.",,"=""""","=""""",0,4.00,Penguin,Kindle Edition,320,2018,2017,,2018/05/16,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
22573850,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""""","=""""",0,3.99,Penguin Books,Kindle Edition,352,2015,2001,,2018/05/16,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
38911309,"Company-wide Agility with Beyond Budgeting, Open Space & Sociocracy: Survive & Thrive on Disruption",Jutta Eckstein,"Eckstein, Jutta",John Buck,"=""""","=""""",4,3.88,,Kindle Edition,266,2018,,2018/04/24,2018/04/12,,,read,,,,1,,,0,,,,,
34997,The Modern Firm: Organizational Design for Performance and Growth,John Roberts,"Roberts, John",,"=""0198293763""","=""9780198293767""",0,3.75,"Oxford University Press, USA",Hardcover,336,2004,2004,,2018/04/23,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
36619803,The Little Guide to Empathetic Technical Leadership,Alex Harms,"Harms, Alex",,"=""""","=""""",4,3.90,Maitria,Kindle Edition,84,2017,,2018/03/08,2017/11/29,,,read,,,,1,,,0,,,,,
10256992,Peace Is Every Breath: A Practice for Our Busy Lives,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0062005812""","=""9780062005816""",0,4.02,HarperOne,Hardcover,160,2011,2011,,2018/03/08,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
23848190,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"Willink, Jocko",Leif Babin,"=""1250067057""","=""9781250067050""",0,4.24,St. Martin's Press,Hardcover,320,2015,2015,,2018/03/05,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
5962507,Beautiful Architecture: Leading Thinkers Reveal the Hidden Beauty in Software Design,Diomidis Spinellis,"Spinellis, Diomidis",Georgios Gousios,"=""059651798X""","=""9780596517984""",3,3.40,O'Reilly Media,Paperback,430,2009,2008,2018/02/18,2017/12/09,,,read,A mixture of essays about software systems and their architectures. While the individual pieces vary the overall theme and reflections of the book are valuable and challenging. Another piece exploring the general relationship between different disciplines of design.,,,1,,,0,,,,,
49040,Death by Meeting: A Leadership Fable… about Solving the Most Painful Problem in Business,Patrick Lencioni,"Lencioni, Patrick",,"=""0787968056""","=""9780787968052""",0,4.00,Jossey-Bass,Hardcover,260,2004,2004,,2017/10/19,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
26829576,The Brain: The Story of You,David Eagleman,"Eagleman, David",,"=""""","=""""",4,4.26,Canongate Books,Kindle Edition,240,2015,2015,2017/09/23,2017/09/07,,,read,,,,1,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.22,Harper,Kindle Edition,450,2017,2015,,2017/09/12,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,,2017/09/07,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
8703232,"Coaching Agile Teams: A Companion for ScrumMasters, Agile Coaches, and Project Managers in Transition",Lyssa Adkins,"Adkins, Lyssa",,"=""""","=""""",5,4.20,,Kindle Edition,352,,2010,2017/09/07,2017/03/13,,,read,,,,1,,,0,,,,,
1020273,Time to Think: Listening to Ignite the Human Mind,Nancy Kline,"Kline, Nancy",,"=""0706377451""","=""9780706377453""",0,4.27,Cassell,Paperback,256,2008,1999,,2017/09/06,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""1577314808""","=""9781577314806""",0,4.14,New World Library,Paperback,229,2004,1997,,2017/09/06,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
24077322,Brain Surgeon: A Doctor's Inspiring Encounters with Mortality and Miracles,Keith Black,"Black, Keith",Arnold Mann,"=""""","=""""",4,4.06,Grand Central Life & Style,Kindle Edition,231,2009,2009,2017/09/02,2017/08/26,,,read,"Inspiring stories of brave patients, world class neurosurgeon and huge advances in medicine over the last decades.",,,1,,,0,,,,,
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.30,Vintage,Paperback,272,1995,1983,,2017/09/01,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
31449795,Sekretne życie drzew,Peter Wohlleben,"Wohlleben, Peter",Ewa Kochanowska,"=""8375151874""","=""9788375151879""",4,4.05,Otwarte,Hardcover,256,2016,2015,2017/08/20,2017/08/20,,,read,Well worth discovering a different perspective on the life of trees. Much more respectful.,,,1,,,0,,,,,
22841186,Building a Better Business Using the Lego Serious Play Method,Per Kristiansen,"Kristiansen, Per",Robert Rasmussun,"=""""","=""""",0,3.66,Wiley,Kindle Edition,240,2014,2014,,2016/09/25,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
19723223,Antifragile: Things that Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""""","=""""",0,4.09,Penguin,Kindle Edition,504,2012,2012,,2013/01/20,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
11213969,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",3,3.86,,Kindle Edition,545,,1987,2017/03/02,2017/02/20,,,read,,,,1,,,0,,,,,
25614898,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""081298840X""","=""9780812988406""",0,4.37,Random House,Hardcover,229,2016,2016,,2017/02/26,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
20787425,Reinventing Organizations: A Guide to Creating Organizations Inspired by the Next Stage of Human Consciousness,Frederic Laloux,"Laloux, Frederic",Ken Wilber,"=""""","=""""",5,4.19,Nelson Parker,Kindle Edition,382,2014,2014,2017/02/17,2015/09/27,,,read,"I found this a rather profound and truly thought-provoking. The kind of book that opens a new window and asks you to reconsider your stance. It gives a useful new vocabulary and a fresh way of looking at organisations. It was certainly an easy and engaging read, the contents very well researched with many insightful stories well woven together. ",,,1,,,0,,,,,
23554818,"Kanban from the Inside: Understand the Kanban Method, connect it to what you already know, introduce it with impact",Mike  Burrows,"Burrows, Mike",Luke Hohmann,"=""""","=""""",4,4.32,Blue Hole Press,Kindle Edition,269,2014,2014,2017/01/22,2016/09/26,,,read,,,,1,,,0,,,,,
20575986,Beksińscy. Portret podwójny,Magdalena Grzebałkowska,"Grzebałkowska, Magdalena",,"=""8324028749""","=""9788324028740""",4,4.53,Społeczny Instytut Wydawniczy Znak,Hardcover,480,2014,2014,2016/12/01,2016/12/18,,,read,,,,1,,,0,,,,,
19087998,Changing Minds,David Straker,"Straker, David",,"=""""","=""""",0,3.85,Syque Publishing,Paperback,298,2008,2008,,2016/10/12,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
23198201,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.40,Vintage Digital,Kindle Edition,466,2014,2011,2016/08/28,2016/07/14,,,read,,,,1,,,0,,,,,
79550,The Summer Book,Tove Jansson,"Jansson, Tove","Esther Freud, Thomas Teal","=""0954221710""","=""9780954221713""",0,4.06,Sort of Books,Paperback,172,2003,1972,,2016/08/04,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
18907367,Humble Inquiry: The Gentle Art of Asking Instead of Telling (BK Business),Edgar H. Schein,"Schein, Edgar H.",,"=""""","=""""",3,3.77,Berrett-Koehler Publishers,Kindle Edition,139,2013,2013,2016/07/14,2016/02/16,,,read,,,,1,,,0,,,,,
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",0,3.96,Crown Business,Hardcover,279,2010,2010,,2016/06/29,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
3467088,The Power Of Less: The Fine Art of Limiting Yourself to the Essential,Leo Babauta,"Babauta, Leo",,"=""1401309704""","=""9781401309701""",0,3.74,Hachette Books,Hardcover,170,2009,2008,,2016/06/29,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
2420301,The Back of the Napkin: Solving Problems and Selling Ideas with Pictures,Dan Roam,"Roam, Dan",,"=""1591841992""","=""9781591841999""",0,3.95,Portfolio,Hardcover,278,2008,2008,,2016/06/29,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
18114260,Show and Tell: How Everybody Can Make Extraordinary Presentations,Dan Roam,"Roam, Dan",,"=""1591846854""","=""9781591846857""",0,4.14,Portfolio,Hardcover,272,2014,2014,,2016/06/29,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
6114128,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",5,4.18,Penguin Books Ltd,Paperback,309,2009,2008,2010/01/25,2010/01/14,,,read,,,,1,,,0,,,,,
16158601,Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,"Marquet, L. David",,"=""1591846404""","=""9781591846406""",0,4.22,Portfolio,Hardcover,272,2013,2013,,2016/05/19,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
25814544,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,Jake Knapp,"Knapp, Jake","John Zeratsky, Brad Kowitz","=""""","=""9781501121746""",0,4.20,Simon  Schuster,Hardcover,274,2016,2016,,2016/05/04,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""0099450259""","=""9780099450252""",4,3.89,Vintage Books,Paperback,272,2004,2003,,2009/11/09,,,read,,,,1,,,0,,,,,
13719932,The Leadership Challenge: How to Make Extraordinary Things Happen in Organizations,James M. Kouzes,"Kouzes, James M.",Barry Z. Posner,"=""0470651725""","=""9780470651728""",4,4.01,Jossey-Bass,Hardcover,416,2012,1987,2016/04/20,2015/10/12,,,read,"A little too padded at times, repetitive in places and most ideas are not revolutionary. The book does put a nice consistent structure around the most important aspects of leadership. I liked the overall message and it was great reading material for the discussions in our bookclub",,,1,,,0,,,,,
6648865,The Art of Choosing,Sheena Iyengar,"Iyengar, Sheena",,"=""0446504106""","=""9780446504102""",0,3.84,Twelve,Hardcover,329,2010,2010,,2016/04/20,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
7888001,Obliquity: Why Our Goals Are Best Achieved Indirectly,John Kay,"Kay, John",,"=""1846682886""","=""9781846682889""",0,3.62,Profile Books,Hardcover,224,2010,2010,,2016/04/14,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
2232114,Competing Against Time,George Stalk Jr.,"Jr., George Stalk",,"=""0029152917""","=""9780029152911""",0,3.80,Simon & Schuster,Hardcover,285,1990,1990,,2016/04/14,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
18891813,Dialogue: The Art Of Thinking Together,William Isaacs,"Isaacs, William",,"=""""","=""""",0,4.07,Crown Business,Kindle Edition,450,2008,1999,,2016/04/12,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
24882242,The Mother Tongue: English and How it Got that Way,Bill Bryson,"Bryson, Bill",,"=""""","=""""",4,3.91,William Morrow Paperbacks,Kindle Edition,274,2015,1990,2016/03/30,2015/12/28,,,read,"Great stories about English - the origins, the influences and the uses. ",,,1,,,0,,,,,
129516,Dealing with Darwin: How Great Companies Innovate at Every Phase of Their Evolution,Geoffrey A. Moore,"Moore, Geoffrey A.",,"=""1591841070""","=""9781591841074""",4,3.81,Portfolio,Hardcover,281,2006,2005,2016/02/22,2016/02/05,,,read,This is a really refreshing and surprisingly comprehensive view of innovation in organisations. Personally I found part I + III to be sufficiently compelling as it almost immediately brings images of large organisations I participated in suffocate through inertia.,,,1,,,0,,,,,
222096,Organizational Culture and Leadership,Edgar H. Schein,"Schein, Edgar H.",,"=""0787975974""","=""9780787975975""",0,4.09,Jossey-Bass,Paperback,437,2004,1985,,2016/02/16,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
12675109,"Great by Choice: Uncertainty, Chaos, and Luck—Why Some Thrive Despite Them All",James C. Collins,"Collins, James C.",Morten T. Hansen,"=""""","=""""",0,4.09,HarperBusiness,Kindle Edition,183,2011,2011,,2016/02/16,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
4122,Built to Last: Successful Habits of Visionary Companies,James C. Collins,"Collins, James C.",Jerry I. Porras,"=""0060566108""","=""9780060566104""",0,4.03,Harper Business,Hardcover,368,2004,1994,,2016/02/16,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",,"=""0525429565""","=""9780525429562""",0,3.95,Viking,Hardcover,326,2016,2016,,2016/02/15,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
23947748,Rolling Rocks Downhill: The Agile Business Novel which never mentions Agile,Clarke Ching,"Ching, Clarke",,"=""""","=""""",3,4.04,,Kindle Edition,321,2014,2012,2015/12/28,2015/10/12,,,read,"A little cheesy, nice story nevertheless.",,,1,,,0,,,,,
3692097,On Complexity,Edgar Morin,"Morin, Edgar",Alfonso Montuori,"=""1572738014""","=""9781572738010""",0,4.21,Hampton Press,Paperback,127,2008,2008,,2015/12/13,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
18079560,"Joy, Inc.: How We Built a Workplace People Love",Richard Sheridan,"Sheridan, Richard",,"=""1591845874""","=""9781591845874""",0,4.08,Portfolio,Hardcover,288,2013,2013,,2015/10/12,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
19816540,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""""","=""""",5,4.20,Random House,Kindle Edition,368,2014,2009,2015/09/26,2015/08/08,,,read,A powerful story with valuable insights on how to foster a culture of innovation and creativity. Good practical advice for any aspiring and practicing managers. Interesting observations on how to embrace uncertainty.,,,1,,,0,,,,,
23347951,Forensics: The Anatomy of Crime,Val McDermid,"McDermid, Val",,"=""""","=""""",3,4.08,Profile Books,Kindle Edition,321,2014,2014,2015/09/26,2015/07/04,,,read,,,,1,,,0,,,,,
9793,A Walk in the Woods,Bill Bryson,"Bryson, Bill",,"=""0552997021""","=""9780552997027""",0,4.06,Black Swan,Paperback,366,1998,1998,,2011/08/24,,,read,,,,1,,,0,,,,,
66322,Creativity: Flow and the Psychology of Discovery and Invention,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,"=""0060928204""","=""9780060928209""",0,4.08,Harper Perennial,Paperback,372,1997,1996,,2015/09/17,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
22529127,Team of Teams: New Rules of Engagement for a Complex World,Stanley McChrystal,"McChrystal, Stanley","Chris Fussell, Tantum Collins, David        Silverman","=""1591847486""","=""9781591847489""",0,4.15,Portfolio Hardcover,Hardcover,304,2015,2015,,2015/09/17,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
93896,After the Gold Rush: Creating a True Profession of Software Engineering,Steve McConnell,"McConnell, Steve",,"=""0735608776""","=""9780735608771""",0,3.83,Microsoft Press,Paperback,182,1999,1999,,2015/09/17,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
11177547,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.22,Pan Books,Kindle Edition,204,2009,1979,,2015/09/17,,,read,,,,1,,,0,,,,,
22875447,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,"Bock, Laszlo",,"=""1455554790""","=""9781455554799""",0,4.13,Twelve,Hardcover,406,2015,2015,,2015/08/30,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
10346841,An Optimists Tour of the Future,Mark Stevenson,"Stevenson, Mark",,"=""1846683572""","=""9781846683572""",4,3.95,Profile Books,Paperback,334,2012,2010,2015/07/06,2015/07/04,,,read,"Nice, concise, funny and inspiring tour of the latest inventions and an exciting peek into the future (the one that's just around the corner). ",,,1,,,0,,,,,
13377405,"Puritan Gift, The: Reclaiming the American Dream Amidst Global Financial Chaos",Kenneth Hopper,"Hopper, Kenneth",,"=""""","=""""",5,4.31,,Kindle Edition,352,,2007,,2014/06/02,,,read,,,,1,,,0,,,,,
20204721,"iWOZ: Computer Geek to Cult Icon: How I invented the personal computer, co-founded Apple, and had fun doing It",Steve Wozniak,"Wozniak, Steve",Gina Smith,"=""""","=""""",3,3.81,W. W. Norton & Company,Kindle Edition,336,2007,2006,2015/04/30,2015/04/23,,,read,It's great story and a wonderful example how lots of tiny little things in life take you towards a great result. Even if Steve feels touch megalomaniac at times (though you can't deny him amazing inventions and great insights into the future). It can be rather inspiring if you have great ideas and want to change the world...,,,1,,,0,,,,,
18620538,Becoming a Technical Leader,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",4,4.08,,Kindle Edition,304,2011,1986,,2014/06/02,,,read,,,,1,,,0,,,,,
23358242,Religa. Biografia najsłynniejszego polskiego kardiochirurga,Dariusz Kortko,"Kortko, Dariusz",Judyta Watoła,"=""8326813540""","=""9788326813542""",3,4.04,Agora S.A.,Hardcover,320,2014,2014,2015/04/14,2015/04/14,,,read,,,,1,,,1,,,unspecified,,
24949916,Ludzie czy bogowie. 27 rozmów z najsłynniejszymi polskimi lekarzami,Dariusz Kortko,"Kortko, Dariusz",Krystyna Bochenek,"=""""","=""9788326817076""",4,4.09,Agora S.A.,ebook,350,2015,2015,2015/04/12,2015/04/14,,,read,"Amazing insights into the thoughts and lives of great Polish doctors who created the modern Polish medicine. People who looked at their patients holistically, with compassion, brave to experiment and push the boundaries of what was possible.",,,1,,,1,,,unspecified,,
18907382,Coaching for Performance: GROWing Human Potential and Purpose: The Principles and Practice of Coaching and Leadership,John Whitmore,"Whitmore, John",,"=""""","=""""",3,4.10,Nicholas Brealey Publishing,Kindle Edition,241,2010,2002,2015/03/22,2015/02/14,,,read,,,,1,,,0,,,,,
23016056,The Nature of Software Development,Ron Jeffries,"Jeffries, Ron",,"=""""","=""""",4,4.13,Pragmatic Programmers,,,,2015,2015/03/10,2015/03/21,,,read,One of the best little books about software I read in a long time. A perfect flight-time read with nice illustrations. I wish all people involved in software development had similar clarity about what this whole game is about.,,,1,,,0,,,,,
